Country,State,Year,Crop Name,Additional Info,"Area (UOM:Ha(Hectare)), Scaling Factor:1000","Area Percentage To All India (%) (UOM:%(Percentage)), Scaling Factor:1",Production ,"Production Percentage To All India (%) (UOM:%(Percentage)), Scaling Factor:1","Yield (UOM:Kg/Ha(KilogramperHectare)), Scaling Factor:1"
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Total Pulses,,4.76,17,4.11,17.84,864
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Tur (Arhar),,0.25,5.49,0.27,7.06,1103
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Wheat,,6.55,20.89,19.61,18.18,2993
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Foodgrains,,11.03,8.68,12.82,4.31,1163
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Bajra,,0.67,8.92,0.51,4.94,761
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Coconut,,0.02995,1.38,0.36115,2.58,12059
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Cotton,,4.49,33.32,1.1288,18.41,251
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Gram,,2.04,21.07,2.24,20.21,1096
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Groundnut,,0.29,6.03,0.31,3.1,1063
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Jowar,,2.29,47.49,1.81,37.88,789
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Maize,,1.13,11.77,1.96,6.81,1740
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Nine Oilseeds,,4.53,16.68,5.18,15.58,1144
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Nutri/Coarse Cereals,,4.22,17.61,4.39,9.2,1040
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Onion,,0.618,43.18,10.683,40.94,17286
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Soyabean,,4.12,33.82,4.83,42.98,1170
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Sugarcane,,0.82,17.87,69.31,18.71,84280
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Sunflower,,0.03,12.18,0.01,5.7,436
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Tomato,,0.0429,5.25,1.04,5.06,24
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Total Pulses,,4.19,14.98,3.74,16.23,891
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Tur (Arhar),,1.2,26.38,1.08,27.86,907
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Wheat,,1.06,3.37,1.79,1.66,1697
India,Odisha,"Agriculture Year (Jul - Jun), 2019",Coconut,,0.05171,2.38,0.24453,1.75,4729
India,Odisha,"Agriculture Year (Jul - Jun), 2019",Rice,,3.94,9.03,8.36,7.03,2122
India,Odisha,"Agriculture Year (Jul - Jun), 2019",Sunflower,,0.02,7.25,0.02,9.86,1266
India,Odisha,"Agriculture Year (Jul - Jun), 2019",Tomato,,0.08271,10.11,1.206,5.87,14
India,Odisha,"Agriculture Year (Jul - Jun), 2019",Tur (Arhar),,0.13,2.84,0.14,3.72,1124
India,Punjab,"Agriculture Year (Jul - Jun), 2019",Foodgrains,,6.6,5.19,29.86,10.04,4527
India,Punjab,"Agriculture Year (Jul - Jun), 2019",Potato,,0.106,5.17,2.87,5.91,27075
India,Punjab,"Agriculture Year (Jul - Jun), 2019",Rice,,2.92,6.69,11.78,9.91,4034
India,Punjab,"Agriculture Year (Jul - Jun), 2019",Sugarcane,,0.09,1.98,7.3,1.97,80242
India,Punjab,"Agriculture Year (Jul - Jun), 2019",Wheat,,3.52,11.23,17.62,16.33,5003
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Foodgrains,,15.81,12.45,23.23,7.81,1469
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Bajra,,4.29,56.84,4.69,45.22,1093
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Cotton,,0.76,5.64,0.4743,7.73,624
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Gram,,2.46,25.4,2.66,23.99,1079
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Groundnut,,0.74,15.32,1.62,16.27,2191
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Jowar,,0.64,13.33,0.46,9.55,709
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Maize,,0.89,9.31,1.21,4.2,1355
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Nine Oilseeds,,5.42,19.98,6.77,20.38,1248
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Nutri/Coarse Cereals,,6.13,25.56,7.33,15.36,1196
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Onion,,0.075,5.24,1.242,4.76,16560
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Rapeseed & Mustard,,3.08,44.87,4.2,46.06,1366
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Soyabean,,1.12,9.17,0.52,4.67,469
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Total Pulses,,6.34,22.65,4.5,19.53,709
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Wheat,,3.12,9.94,10.92,10.12,3501
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2019",Foodgrains,,3.69,2.91,11.27,3.79,3052
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2019",Coconut,,0.43757,20.13,3.70566,26.46,8469
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2019",Groundnut,,0.35,7.18,1.03,10.38,2980
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2019",Jowar,,0.45,9.33,0.52,10.9,1156
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2019",Maize,,0.33,3.49,2.48,8.61,7424
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2019",Nine Oilseeds,,0.41,1.51,1.07,3.24,2626
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2019",Nutri/Coarse Cereals,,0.96,4.01,3.49,7.32,3633
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2019",Rice,,1.91,4.37,7.17,6.03,3760
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2019",Sugarcane,,0.13,2.85,14.12,3.81,107615
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2019",Tomato,,0.053,6.48,1.592,7.75,30
India,Telangana,"Agriculture Year (Jul - Jun), 2019",Foodgrains,,3.19,2.52,11.13,3.74,3483
India,Telangana,"Agriculture Year (Jul - Jun), 2019",Cotton,,2.13,15.78,1.1611,18.95,546
India,Telangana,"Agriculture Year (Jul - Jun), 2019",Jowar,,0.09,1.82,0.12,2.6,1407
India,Telangana,"Agriculture Year (Jul - Jun), 2019",Maize,,0.56,5.86,3,10.43,5347
India,Telangana,"Agriculture Year (Jul - Jun), 2019",Nutri/Coarse Cereals,,0.66,2.76,3.14,6.57,4749
India,Telangana,"Agriculture Year (Jul - Jun), 2019",Rice,,2.01,4.61,7.43,6.25,3694
India,Telangana,"Agriculture Year (Jul - Jun), 2019",Soyabean,,0.17,1.41,0.31,2.77,1808
India,Telangana,"Agriculture Year (Jul - Jun), 2019",Sunflower,,0,1.75,0.01,4.2,2231
India,Telangana,"Agriculture Year (Jul - Jun), 2019",Tur (Arhar),,0.3,6.51,0.27,6.84,903
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,,19.95,15.71,56.17,18.88,2816
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Bajra,,0.92,12.16,1.94,18.72,2115
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Gram,,0.62,6.4,0.85,7.69,1371
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Jowar,,0.17,3.48,0.23,4.75,1349
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Lentil (Masur),,0.46,35.54,0.45,41.05,978
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Maize,,0.73,7.62,1.69,5.89,2323
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Nine Oilseeds,,1.26,4.65,1.15,3.45,908
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Nutri/Coarse Cereals,,1.99,8.29,4.39,9.19,2206
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Onion,,0.028,1.96,0.454,1.74,16214
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Potato,,0.57,27.79,13,26.77,22807
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Rapeseed & Mustard,,0.76,11.07,0.96,10.49,1260
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Rice,,5.74,13.14,15.52,13.05,2705
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Sugarcane,,2.21,47.97,179.54,48.46,81313
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Tobacco,,0.035,8.66,0.098,12.23,2800
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Total Pulses,,2.37,8.47,2.45,10.63,1033
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Tur (Arhar),,0.29,6.29,0.28,7.18,980
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2019",Wheat,,9.85,31.42,33.82,31.35,3432
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2019",Sugarcane,,0.09,2,6.94,1.87,75410
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Foodgrains,,6.47,5.1,18.79,6.32,2904
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Coconut,,0.0313,1.44,0.26839,1.92,8575
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Jute & Mesta,,0.52,76.89,1.4526,81.68,2805
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Lentil (Masur),,0.17,13.21,0.14,13.04,836
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Maize,,0.3,3.16,2.01,6.98,6647
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Nine Oilseeds,,0.96,3.53,1.02,3.06,1060
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Nutri/Coarse Cereals,,0.31,1.3,2.02,4.23,6478
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Onion,,0.03739,2.61,0.6698,2.57,17914
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Potato,,0.435,21.21,12.563,25.87,28880
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Rapeseed & Mustard,,0.61,8.9,0.71,7.81,1167
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Rice,,5.49,12.58,15.88,13.36,2892
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Tobacco,,0.01515,3.75,0.02046,2.55,1350
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Tomato,,0.058,7.09,1.271,6.18,21
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,,4.02,3.22,10.84,3.8,2694
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Cashew Nut,,0.19127,17.3,0.1099,14.8,575
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Coconut,,0.11182,5.2,1.0811,7.36,9668
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Cotton,,0.62,4.92,0.2533,5.32,409
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Gram,,0.48,5.01,0.24,2.44,508
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Groundnut,,0.75,15.81,0.46,6.87,618
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Jowar,,0.16,3.81,0.23,6.62,1475
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Maize,,0.27,2.95,1.56,5.64,5875
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Nutri Cereals,,0.49,2.21,1.86,4.33,3813
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Onion,,0.04458,3.66,0.98066,4.3,22000
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Rice,,2.21,5,8.23,7.07,3729
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Sugarcane,,0.1,2.02,8.09,2,79359
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Sunflower,,0.01,4.96,0.01,4.15,691
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Tobacco,,0.088,21.53,0.14,21.27,1591
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Total Pulses,,1.33,4.55,0.74,3.35,558
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Tur (Arhar),,0.25,5.5,0.05,1.37,182
India,Assam,"Agriculture Year (Jul - Jun), 2018",Coconut,,0.02061,0.96,0.12605,0.86,6116
India,Assam,"Agriculture Year (Jul - Jun), 2018",Jute & Mesta,,0.07,9.8,0.1404,7.96,2036
India,Assam,"Agriculture Year (Jul - Jun), 2018",Potato,,0.10321,4.75,0.77348,1.54,7495
India,Assam,"Agriculture Year (Jul - Jun), 2018",Rapeseed & Mustard,,0.24,3.87,0.16,1.78,695
India,Assam,"Agriculture Year (Jul - Jun), 2018",Rice,,2.43,5.49,5.22,4.48,2153
India,Bihar,"Agriculture Year (Jul - Jun), 2018",Foodgrains,,6.5,5.21,15.6,5.47,2402
India,Bihar,"Agriculture Year (Jul - Jun), 2018",Coconut,,0.01192,0.55,0.05388,0.37,4520
India,Bihar,"Agriculture Year (Jul - Jun), 2018",Jute & Mesta,,0.09,12.08,0.1944,11.04,2293
India,Bihar,"Agriculture Year (Jul - Jun), 2018",Lentil (Masur),,0.15,10.85,0.15,12.06,1001
India,Bihar,"Agriculture Year (Jul - Jun), 2018",Maize,,0.67,7.42,2.48,8.96,3708
India,Bihar,"Agriculture Year (Jul - Jun), 2018",Nutri Cereals,,0.7,3.16,2.53,5.87,3609
India,Bihar,"Agriculture Year (Jul - Jun), 2018",Onion,,0.0565,4.63,1.31145,5.75,23211
India,Bihar,"Agriculture Year (Jul - Jun), 2018",Potato,,0.3219,14.81,8.15391,16.25,25332
India,Bihar,"Agriculture Year (Jul - Jun), 2018",Rapeseed & Mustard,,0.08,1.32,0.1,1.12,1290
India,Bihar,"Agriculture Year (Jul - Jun), 2018",Rice,,3.16,7.15,6.16,5.28,1948
India,Bihar,"Agriculture Year (Jul - Jun), 2018",Sugarcane,,0.23,4.46,20.12,4.96,89181
India,Bihar,"Agriculture Year (Jul - Jun), 2018",Sunflower,,0.01,2.79,0.01,4.83,1430
India,Bihar,"Agriculture Year (Jul - Jun), 2018",Tobacco,,0.01081,2.64,0.01893,2.88,1751
India,Bihar,"Agriculture Year (Jul - Jun), 2018",Wheat,,2.16,22.05,6.47,6.24,2998
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2018",Cashew Nut,,0.03096,2.8,0.02161,2.91,698
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2018",Potato,,0.04994,2.3,0.79742,1.59,15967
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2018",Rice,,3.61,8.17,6.53,5.6,1810
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Bajra,,0.39,5.51,0.89,10.3,2280
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Cashew Nut,,0.00798,0.72,0.00611,0.82,766
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Coconut,,0.02691,1.25,0.17901,1.22,6652
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Cotton,,2.66,21.09,1.0676,22.39,401
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Gram,,0.17,1.81,0.23,2.36,1358
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Groundnut,,1.59,33.7,2.2,32.75,1382
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Jowar,,0.08,1.84,0.1,2.78,1278
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Nine Oilseeds,,2.56,10.33,3.73,11.84,1458
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Nutri Cereals,,0.89,4.02,1.8,4.19,2027
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Onion,,0.04433,3.64,1.11109,4.87,25064
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Potato,,0.12465,5.74,3.706,7.38,29732
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Rapeseed & Mustard,,0.2,3.19,0.35,3.77,1784
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Soyabean,,0.14,1.22,0.17,1.3,1276
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Sugarcane,,0.15,3.06,11.33,2.79,73182
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Tobacco,,0.17741,43.41,0.33156,50.38,1869
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Total Pulses,,0.66,2.27,0.68,3.09,1029
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Tur (Arhar),,0.25,5.59,0.31,9.28,1209
India,Gujarat,"Agriculture Year (Jul - Jun), 2018",Wheat,,0.8,8.21,2.41,2.32,3020
India,Haryana,"Agriculture Year (Jul - Jun), 2018",Foodgrains,,4.56,3.65,18.15,6.36,3981
India,Haryana,"Agriculture Year (Jul - Jun), 2018",Bajra,,0.42,5.98,0.88,10.14,2068
India,Haryana,"Agriculture Year (Jul - Jun), 2018",Cotton,,0.71,5.61,0.3417,7.18,483
India,Haryana,"Agriculture Year (Jul - Jun), 2018",Nine Oilseeds,,0.63,2.52,1.28,4.05,2042
India,Haryana,"Agriculture Year (Jul - Jun), 2018",Nutri Cereals,,0.49,2.19,0.97,2.26,2002
India,Haryana,"Agriculture Year (Jul - Jun), 2018",Onion,,0.03201,2.62,0.78015,3.42,24372
India,Haryana,"Agriculture Year (Jul - Jun), 2018",Potato,,0.03474,1.6,0.89785,1.79,25846
India,Haryana,"Agriculture Year (Jul - Jun), 2018",Rapeseed & Mustard,,0.61,9.95,1.25,13.55,2058
India,Haryana,"Agriculture Year (Jul - Jun), 2018",Rice,,1.45,3.28,4.52,3.88,3121
India,Haryana,"Agriculture Year (Jul - Jun), 2018",Sugarcane,,0.11,2.15,8.51,2.1,78243
India,Haryana,"Agriculture Year (Jul - Jun), 2018",Sunflower,,0.01,3.63,0.02,8.37,1905
India,Haryana,"Agriculture Year (Jul - Jun), 2018",Wheat,,2.55,8.71,12.57,12.14,4925
India,Jharkhand,"Agriculture Year (Jul - Jun), 2018",Cashew Nut,,0.01558,1.41,0.00576,0.78,370
India,Jharkhand,"Agriculture Year (Jul - Jun), 2018",Gram,,0.19,1.99,0.22,2.23,1166
India,Jharkhand,"Agriculture Year (Jul - Jun), 2018",Lentil (Masur),,0.06,4.2,0.05,4.08,875
India,Jharkhand,"Agriculture Year (Jul - Jun), 2018",Potato,,0.04903,2.26,0.69546,1.39,14186
India,Jharkhand,"Agriculture Year (Jul - Jun), 2018",Rapeseed & Mustard,,0.29,4.67,0.18,1.98,643
India,Jharkhand,"Agriculture Year (Jul - Jun), 2018",Total Pulses,,0.74,2.55,0.74,3.33,990
India,Jharkhand,"Agriculture Year (Jul - Jun), 2018",Tur (Arhar),,0.23,5.08,0.23,7.07,1014
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Foodgrains,,7.66,6.14,10.89,3.82,1422
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Bajra,,0.18,2.59,0.18,2.04,957
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Cashew Nut,,0.12996,11.76,0.08408,11.32,647
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Coconut,,0.61978,28.81,3.41224,23.24,5506
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Cotton,,0.72,5.69,0.238,4.99,331
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Gram,,1.13,11.82,0.57,5.78,509
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Groundnut,,0.51,10.88,0.39,5.81,759
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Jowar,,0.94,23.05,0.89,25.66,945
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Maize,,1.34,14.84,3.76,13.56,2805
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Nine Oilseeds,,0.95,3.83,0.78,2.48,824
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Nutri Cereals,,3.01,13.61,5.52,12.82,1832
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Onion,,0.166,13.61,2.558,11.21,15410
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Soyabean,,0.25,2.24,0.26,1.94,1034
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Sugarcane,,0.47,9.31,42.41,10.46,90000
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Sunflower,,0.14,52.21,0.11,48.8,772
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Tobacco,,0.0837,20.48,0.07157,10.88,855
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Total Pulses,,3.36,11.51,1.77,8.03,528
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Tur (Arhar),,1.48,32.6,0.95,28.58,639
India,Kerala,"Agriculture Year (Jul - Jun), 2018",Cashew Nut,,0.09665,8.74,0.08289,11.16,858
India,Kerala,"Agriculture Year (Jul - Jun), 2018",Coconut,,0.76095,35.38,5.299,36.09,6964
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,,16.35,13.11,32.21,11.29,1970
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Bajra,,0.33,4.6,0.63,7.25,1921
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Gram,,3.1,32.5,4,40.22,1288
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Groundnut,,0.22,4.71,0.41,6.13,1848
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Jowar,,0.08,1.83,0.16,4.72,2189
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Lentil (Masur),,0.42,30.89,0.33,26.85,783
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Maize,,1.27,14.04,4.13,14.91,3261
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Nine Oilseeds,,6.65,26.84,8.29,26.31,1247
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Nutri Cereals,,1.84,8.31,5.15,11.95,2796
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Onion,,0.145,11.89,3.672,16.09,25324
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Potato,,0.145,6.67,3.315,6.6,22862
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Rapeseed & Mustard,,0.71,11.54,1.04,11.24,1471
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Rice,,2.39,5.41,4.49,3.86,1880
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Soyabean,,5.42,48.68,6.67,50.28,1231
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Sugarcane,,0.11,2.13,5.28,1.3,48905
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Total Pulses,,6.6,22.63,6.05,27.38,916
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Tur (Arhar),,0.21,4.68,0.18,5.44,846
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Wheat,,5.52,18.83,16.52,15.95,2993
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Foodgrains,,9.62,7.71,10.3,3.61,1071
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Bajra,,0.61,8.58,0.33,3.83,545
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Cashew Nut,,0.19445,17.59,0.21564,29.03,1109
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Coconut,,0.02718,1.26,0.14409,0.98,5301
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Cotton,,4.22,33.45,1.1203,23.51,266
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Gram,,1.69,17.75,1.4,14.06,825
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Groundnut,,0.24,5.16,0.24,3.55,977
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Jowar,,1.63,39.86,0.87,25.11,535
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Maize,,0.93,10.26,1.77,6.37,1906
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Nine Oilseeds,,4.46,17.98,4.89,15.5,1096
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Nutri Cereals,,3.32,14.99,3.1,7.19,933
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Onion,,0.45,36.9,8.047,35.26,17882
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Soyabean,,4.08,36.61,4.61,34.75,1132
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Sugarcane,,1.16,22.98,89.77,22.14,77200
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Total Pulses,,4,13.73,2.68,12.15,670
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Tur (Arhar),,1.26,27.72,0.83,25.17,662
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Wheat,,0.83,2.85,1.25,1.21,1497
India,Odisha,"Agriculture Year (Jul - Jun), 2018",Cashew Nut,,0.20538,18.58,0.09267,12.48,451
India,Odisha,"Agriculture Year (Jul - Jun), 2018",Coconut,,0.04667,2.17,0.19738,1.34,4229
India,Odisha,"Agriculture Year (Jul - Jun), 2018",Rice,,3.86,8.74,7.73,6.64,2004
India,Odisha,"Agriculture Year (Jul - Jun), 2018",Sunflower,,0.02,6.2,0.02,9.4,1253
India,Odisha,"Agriculture Year (Jul - Jun), 2018",Tur (Arhar),,0.14,3.17,0.15,4.44,1022
India,Punjab,"Agriculture Year (Jul - Jun), 2018",Foodgrains,,6.77,5.42,31.53,11.06,4658
India,Punjab,"Agriculture Year (Jul - Jun), 2018",Cotton,,0.27,2.13,0.2074,4.36,775
India,Punjab,"Agriculture Year (Jul - Jun), 2018",Potato,,0.10307,4.74,2.72444,5.43,26434
India,Punjab,"Agriculture Year (Jul - Jun), 2018",Rapeseed & Mustard,,0.28,4.55,0.26,2.78,924
India,Punjab,"Agriculture Year (Jul - Jun), 2018",Rice,,3.1,7.03,12.82,11.01,4132
India,Punjab,"Agriculture Year (Jul - Jun), 2018",Sugarcane,,0.1,1.88,7.77,1.92,81828
India,Punjab,"Agriculture Year (Jul - Jun), 2018",Wheat,,3.52,12.01,18.26,17.63,5188
India,Rajasthan,"Agriculture Year (Jul - Jun), 2018",Foodgrains,,14.81,11.87,21.29,7.46,1437
India,Rajasthan,"Agriculture Year (Jul - Jun), 2018",Bajra,,4.18,58.83,3.81,43.95,911
