Country,State,Year,Crop Name,Additional Info,"Area (UOM:Ha(Hectare)), Scaling Factor:1000","Area Percentage To All India (%) (UOM:%(Percentage)), Scaling Factor:1",Production ,"Production Percentage To All India (%) (UOM:%(Percentage)), Scaling Factor:1","Yield (UOM:Kg/Ha(KilogramperHectare)), Scaling Factor:1"
India,Jharkhand,"Agriculture Year (Jul - Jun), 2014",Coarse Cereals,,0.28,1.13,0.49,1.14,1714
India,Jharkhand,"Agriculture Year (Jul - Jun), 2014",Maize,,0.27,2.94,0.48,1.97,1763
India,Jharkhand,"Agriculture Year (Jul - Jun), 2014",Rice,,1.5,3.41,3.36,3.19,2238
India,Jharkhand,"Agriculture Year (Jul - Jun), 2014",Total Pulses,,0.59,2.53,0.6,3.48,1004
India,Jharkhand,"Agriculture Year (Jul - Jun), 2014",Tur (Arhar),,0.2,5.09,0.2,7.11,1018
India,Jharkhand,"Agriculture Year (Jul - Jun), 2014",Wheat,,0.17,0.54,0.33,0.38,1931
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Foodgrains,,7.19,5.79,12.14,4.82,1687
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Bajra,,0.23,3.2,0.25,2.7,1060
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Cashew Nut,,0.12471,12.1,0.0805,11.1,645
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Coarse Cereals,,3.35,13.31,6.95,16.21,2074
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Coconut,,0.51503,26.07,3.5383,25.2,6870
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Cotton,,0.88,6.83,0.3927,6.64,449
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Gram,,0.94,11.38,0.67,9.19,718
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Groundnut,,0.65,13.72,0.5,6.78,768
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Jowar,,1.05,16.99,1.17,21.56,1121
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Maize,,1.34,14.56,4.21,17.43,3152
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Nine Oilseeds,,1.37,5.36,0.96,3.49,698
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Onion,,0.18699,15.92,3.22704,17,17258
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Potato,,0.04416,2.13,0.58912,1.23,13341
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Rice,,1.33,3.01,3.54,3.36,2670
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Soyabean,,0.26,2.35,0.19,1.82,738
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Sugarcane,,0.48,9.47,43.78,12.08,91200
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Sunflower,,0.36,60.44,0.21,47.44,579
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Tobacco,,0.094,20.64,0.067,7.99,713
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Total Pulses,,2.32,9.85,1.39,8.1,599
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Tur (Arhar),,0.73,18.91,0.47,16.89,651
India,Karnataka,"Agriculture Year (Jul - Jun), 2014",Wheat,,0.2,0.63,0.26,0.3,1318
India,Kerala,"Agriculture Year (Jul - Jun), 2014",Cashew Nut,,0.08453,8.2,0.08,11,946
India,Kerala,"Agriculture Year (Jul - Jun), 2014",Coconut,,0.64985,32.89,3.37,24,5186
India,Kerala,"Agriculture Year (Jul - Jun), 2014",Rice,,0.2,0.45,0.56,0.53,2837
India,Ladakh,"Agriculture Year (Jul - Jun), 2014",Bajra,,0.000486847,0.22,0.000243424,0.1,14.45936719
India,Ladakh,"Agriculture Year (Jul - Jun), 2014",Coarse Cereals,,0.008276405,1.33,0.0092501,0.89,27.53121935
India,Ladakh,"Agriculture Year (Jul - Jun), 2014",Maize,,0.007302711,3.25,0.008763253,1.49,29.30821229
India,Ladakh,"Agriculture Year (Jul - Jun), 2014",Wheat,,0.007789558,1.02,0.007546134,0.36,23.83117926
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,,15.46,12.44,28.69,11.38,1855
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Bajra,,0.23,3.08,0.45,4.85,1978
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Coarse Cereals,,1.79,7.13,3.13,7.3,1744
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Cotton,,0.55,4.27,0.2975,5.03,544
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Gram,,2.85,34.58,2.96,40.43,1039
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Groundnut,,0.23,4.84,0.37,5,1602
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Jowar,,0.22,3.57,0.38,6.92,1714
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Lentil (Masur),,0.53,39.55,0.34,33.14,638
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Maize,,1.13,12.32,2.13,8.8,1880
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Nine Oilseeds,,7.07,27.61,7.72,28.08,1093
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Onion,,0.11788,10.03,2.842,15,24109
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Potato,,0.13601,6.55,3.048,6.35,22410
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Rapeseed & Mustard,,0.71,12.3,0.72,11.42,1006
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Rice,,2.15,4.88,3.63,3.44,1684
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Soyabean,,5.58,51.13,6.35,61.26,1139
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Sugarcane,,0.11,2.19,4.57,1.26,41144
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Total Pulses,,5.51,23.41,4.83,28.15,876
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Tur (Arhar),,0.52,13.53,0.51,18.2,981
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Wheat,,6,19.07,17.1,19.77,2850
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Foodgrains,,11.45,9.21,11.31,4.49,988
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Bajra,,0.87,11.82,0.54,5.86,622
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Cashew Nut,,0.1862,18.1,0.235,32.4,1262
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Coarse Cereals,,5.42,21.55,5,11.68,923
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Coconut,,0.0281,1.42,0.129,0.9,4591
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Cotton,,4.19,32.69,1.19,20.11,284
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Gram,,1.43,17.3,1.09,14.84,762
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Groundnut,,0.33,6.86,0.38,5.12,1159
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Jowar,,3.29,53.37,2.11,38.73,641
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Jute & Mesta,,0,0,0,0,0
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Maize,,1.08,11.73,2.2,9.11,2045
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Nine Oilseeds,,4.24,16.57,2.85,10.36,672
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Onion,,0.4419,37.61,5.361,28.3,12132
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Rice,,1.55,3.52,2.95,2.79,1899
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Soyabean,,3.64,33.36,2.38,22.99,655
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Sugarcane,,1.03,20.33,84.7,23.38,82232
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Sunflower,,0.08,13.92,0.03,7.6,402
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Tobacco,,0.001,0.22,0.002,0.24,2000
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Total Pulses,,3.41,14.48,2.05,11.97,602
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Tur (Arhar),,1.21,31.43,0.73,25.86,600
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Wheat,,1.07,3.39,1.31,1.51,1226
India,Meghalaya,"Agriculture Year (Jul - Jun), 2014",Jute & Mesta,,0.01,1.23,0.0162,0.8,1602
India,Odisha,"Agriculture Year (Jul - Jun), 2014",Foodgrains,,5.17,4.16,8.98,3.56,1738
India,Odisha,"Agriculture Year (Jul - Jun), 2014",Cashew Nut,,0.18041,17.6,0.0855,11.8,474
India,Odisha,"Agriculture Year (Jul - Jun), 2014",Coarse Cereals,,0.17,0.69,0.24,0.57,1401
India,Odisha,"Agriculture Year (Jul - Jun), 2014",Coconut,,0.05068,2.57,0.2236,1.6,4412
India,Odisha,"Agriculture Year (Jul - Jun), 2014",Gram,,0.05,0.57,0.04,0.5,770
India,Odisha,"Agriculture Year (Jul - Jun), 2014",Groundnut,,0.05,1.02,0.06,0.84,1268
India,Odisha,"Agriculture Year (Jul - Jun), 2014",Jowar,,0.01,0.11,0,0.08,626
India,Odisha,"Agriculture Year (Jul - Jun), 2014",Jute & Mesta,,0.01,1.48,0.0126,0.61,1020
India,Odisha,"Agriculture Year (Jul - Jun), 2014",Nine Oilseeds,,0.21,0.83,0.14,0.51,667
India,Odisha,"Agriculture Year (Jul - Jun), 2014",Rice,,4.17,9.45,8.3,7.87,1992
India,Odisha,"Agriculture Year (Jul - Jun), 2014",Sugarcane,,0.01,0.2,0.72,0.2,71929
India,Odisha,"Agriculture Year (Jul - Jun), 2014",Total Pulses,,0.83,3.51,0.44,2.56,532
India,Odisha,"Agriculture Year (Jul - Jun), 2014",Tur (Arhar),,0.14,3.58,0.12,4.41,898
India,Punjab,"Agriculture Year (Jul - Jun), 2014",Foodgrains,,6.59,5.3,26.7,10.59,4054
India,Punjab,"Agriculture Year (Jul - Jun), 2014",Coarse Cereals,,0.14,0.54,0.5,1.17,3645
India,Punjab,"Agriculture Year (Jul - Jun), 2014",Cotton,,0.42,3.28,0.272,4.6,648
India,Punjab,"Agriculture Year (Jul - Jun), 2014",Maize,,0.13,1.37,0.46,1.9,3651
India,Punjab,"Agriculture Year (Jul - Jun), 2014",Nine Oilseeds,,0.05,0.18,0.06,0.21,1265
India,Punjab,"Agriculture Year (Jul - Jun), 2014",Potato,,0.08999,4.34,2.2624,4.71,25140
India,Punjab,"Agriculture Year (Jul - Jun), 2014",Rapeseed & Mustard,,0.03,0.53,0.04,0.62,1248
India,Punjab,"Agriculture Year (Jul - Jun), 2014",Rice,,2.89,6.56,11.11,10.53,3838
India,Punjab,"Agriculture Year (Jul - Jun), 2014",Sugarcane,,0.09,1.86,7.04,1.94,74883
India,Punjab,"Agriculture Year (Jul - Jun), 2014",Wheat,,3.51,11.14,15.05,17.39,4294
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Foodgrains,,12.83,10.33,19.62,7.79,1529
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Bajra,,4.08,55.72,4.46,48.52,1093
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Coarse Cereals,,5.99,23.78,7.48,17.45,1249
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Cotton,,0.49,3.8,0.2601,4.39,533
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Gram,,1.26,15.23,0.91,12.43,725
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Groundnut,,0.5,10.5,1.01,13.66,2019
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Jowar,,0.66,10.73,0.5,9.27,763
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Lentil (Masur),,0.03,2.54,0.03,2.84,853
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Maize,,0.89,9.71,1.55,6.42,1740
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Nine Oilseeds,,4.46,17.41,5.31,19.32,1192
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Onion,,0.06136,5.22,0.96078,5.1,15657
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Rapeseed & Mustard,,2.47,42.67,2.9,46.11,1170
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Soyabean,,0.92,8.46,0.96,9.22,1036
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Total Pulses,,3.36,14.28,1.95,11.38,580
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Wheat,,3.32,10.54,9.82,11.35,2961
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Foodgrains,,3.54,2.85,9.62,3.82,2720
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Bajra,,0.06,0.79,0.18,1.93,3077
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Cashew Nut,,0.14042,13.7,0.067,9.2,478
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Coarse Cereals,,0.86,3.41,3.14,7.33,3657
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Coconut,,0.46511,23.54,4.76081,33.8,10236
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Cotton,,0.19,1.46,0.1173,1.97,624
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Groundnut,,0.34,7.06,0.93,12.52,2753
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Jowar,,0.35,5.64,0.51,9.42,1475
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Maize,,0.32,3.51,2.07,8.55,6423
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Nine Oilseeds,,0.42,1.62,0.99,3.58,2374
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Rice,,1.79,4.07,5.73,5.43,3191
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Sugarcane,,0.26,5.19,28.09,7.75,106788
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Sunflower,,0.01,1.51,0.01,2.89,1409
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Tobacco,,0.00549,1.21,0.00838,1,1526
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Total Pulses,,0.88,3.75,0.75,4.39,852
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2014",Tur (Arhar),,0.07,1.88,0.08,2.74,1064
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Foodgrains,,2.61,2.1,7.11,2.82,2723
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Bajra,,0.01,0.15,0.01,0.12,1000
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Coarse Cereals,,0.78,3.11,2.4,5.61,3066
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Cotton,,1.71,13.36,0.646,10.92,377
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Gram,,0.06,0.72,0.08,1.1,1373
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Groundnut,,0.16,3.25,0.3,4,1910
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Jowar,,0.08,1.28,0.08,1.52,1051
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Maize,,0.69,7.53,2.31,9.55,3335
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Nine Oilseeds,,0.5,1.94,0.63,2.29,1270
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Rice,,1.42,3.21,4.44,4.21,3138
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Sugarcane,,0.04,0.75,3.34,0.92,87974
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Sunflower,,0.02,3.06,0.03,5.76,1389
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Total Pulses,,0.41,1.73,0.26,1.53,645
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Tur (Arhar),,0.22,5.71,0.11,3.88,495
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Wheat,,0.01,0.02,0.01,0.01,1167
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,,20.08,8.075,39.59,7.855,1972
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Bajra,,0.95,6.505,1.81,9.845,1899
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Coarse Cereals,,2.01,3.995,3.57,4.165,1776
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Gram,,0.56,3.38,0.37,2.51,659
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Groundnut,,0.1,1.03,0.08,0.57,857
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Jowar,,0.16,1.33,0.16,1.495,994
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Lentil (Masur),,0.45,16.755,0.31,15.195,690
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Maize,,0.72,3.905,1.28,2.645,1784
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Nine Oilseeds,,1.13,2.2,0.79,1.43,698
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Onion,,0.02447,1.04,0.4136,1.1,16904
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Potato,,0.60732,14.63,14.87934,15.495,24500
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Rapeseed & Mustard,,0.63,5.395,0.58,4.635,930
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Rice,,5.87,6.655,12.17,5.77,2072
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Sugarcane,,2.14,21.125,133.06,18.36,62155
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Sunflower,,0,0.255,0,0.46,1333
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Tobacco,,0.031,3.405,0.132,7.865,4258
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Total Pulses,,2.35,4.99,1.44,4.195,612
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Tur (Arhar),,0.29,3.725,0.17,3.1,606
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Wheat,,9.85,15.645,22.42,12.955,2277
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2014",Foodgrains,,0.9,0.72,1.63,0.65,1813
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2014",Coarse Cereals,,0.22,0.88,0.31,0.73,1414
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2014",Sugarcane,,0.1,2.01,6.17,1.7,60608
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2014",Wheat,,0.35,1.11,0.65,0.76,1881
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Foodgrains,,6.13,4.93,16.53,6.56,2698
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Coarse Cereals,,0.17,0.66,0.68,1.58,4081
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Coconut,,0.02941,1.49,0.25618,1.8,8711
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Gram,,0.03,0.32,0.03,0.42,1178
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Jute & Mesta,,0.58,71.11,1.521,75.95,2642
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Lentil (Masur),,0.07,4.85,0.06,6.08,954
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Maize,,0.15,1.66,0.66,2.74,4351
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Nine Oilseeds,,0.78,3.03,0.9,3.28,1161
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Onion,,0.02531,2.15,0.38015,2,15020
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Potato,,0.4122,19.86,12.027,25.05,29178
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Rapeseed & Mustard,,0.45,7.74,0.48,7.64,1069
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Rice,,5.38,12.19,14.68,13.91,2730
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Sugarcane,,0.02,0.35,2.11,0.58,118767
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Total Pulses,,0.25,1.07,0.24,1.38,941
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Wheat,,0.33,1.06,0.94,1.09,2807
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,,4.167704069,5.91,11.09319879,7.42,1500.711844
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Bajra,,0.028198268,0.63,0.045117229,0.84,897.8328657
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Cashew Nut,,0.104305395,18.3,0.056633402,13.6,364.3216277
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Coarse Cereals,,0.761353247,5.37,3.039773333,12.44,2242.890268
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Coconut,,0.068758658,5.7,0.709694019,8.4,5821.250528
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Cotton,,1.347877229,19.97,0.667283823,19.38,279.1628571
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Gram,,0.332739567,5.9,0.473730909,8.85,811.5461645
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Groundnut,,0.783911861,25.18,0.699317056,12.73,503.0571082
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Jowar,,0.129712035,3.92,0.21430684,6.8,936.7464761
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Jute & Mesta,,0.005639654,1.08,0.008121101,0.72,947.4618181
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Maize,,0.569605022,11.1,2.740871688,20.03,2724.516692
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Nine Oilseeds,,1.144849697,7.24,1.065894545,5.76,523.9238268
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Onion,,0.031474907,4.6,0.56653141,5.2,10151.37662
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Rice,,2.458889004,9.87,7.17363948,11.93,1646.778874
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Soyabean,,0.140991342,2.09,0.225586147,3.33,909.1121731
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Sugarcane,,0.10715342,3.85,8.679427012,4.37,45190.54493
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Sunflower,,0.056396537,14.93,0.050756883,17.3,490.6498701
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Tobacco,,0.080647048,31.37,0.155654442,37.55,1088.45316
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Total Pulses,,0.941822164,6.63,0.87414632,8.05,522.7958961
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Tur (Arhar),,0.253784416,11.48,0.135351688,7.66,305.6692294
India,Assam,"Agriculture Year (Jul - Jun), 2013",Foodgrains,,2.66,2.13,5.1,1.92,1917
India,Assam,"Agriculture Year (Jul - Jun), 2013",Coconut,,0.02023,0.9,0.09402,0.6,4647
India,Assam,"Agriculture Year (Jul - Jun), 2013",Jute & Mesta,,0.07,8.84,0.135,6.38,1815
India,Assam,"Agriculture Year (Jul - Jun), 2013",Lentil (Masur),,0.03,2.03,0.02,1.5,588
India,Assam,"Agriculture Year (Jul - Jun), 2013",Nine Oilseeds,,0.31,1.09,0.19,0.57,610
India,Assam,"Agriculture Year (Jul - Jun), 2013",Potato,,0.09796,4.96,0.70014,1.68,7148
India,Assam,"Agriculture Year (Jul - Jun), 2013",Rapeseed & Mustard,,0.28,4.2,0.17,2.13,602
India,Assam,"Agriculture Year (Jul - Jun), 2013",Rice,,2.45,5.55,4.93,4.62,2012
India,Assam,"Agriculture Year (Jul - Jun), 2013",Sugarcane,,0.03,0.58,1.08,0.31,37069
India,Assam,"Agriculture Year (Jul - Jun), 2013",Wheat,,0.03,0.1,0.04,0.04,1290
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Foodgrains,,6.4,5.12,12.91,4.87,2017
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Coarse Cereals,,0.76,3,2.14,4.94,2829
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Coconut,,0.01525,0.7,0.09733,0.7,6384
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Gram,,0.06,0.61,0.07,0.78,1213
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Jute & Mesta,,0.12,14.46,0.315,14.93,2596
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Lentil (Masur),,0.16,11.17,0.18,16.14,1151
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Maize,,0.73,8.07,2.11,8.71,2885
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Nine Oilseeds,,0.12,0.43,0.15,0.45,1197
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Onion,,0.05432,4.5,1.30416,6.7,24009
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Potato,,0.3185,16.14,6.536,15.73,20524
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Rapeseed & Mustard,,0.09,1.28,0.11,1.35,1247
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Rice,,3.13,7.09,5.51,5.16,1759
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Sugarcane,,0.26,5.17,12.88,3.66,49929
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Sunflower,,0.01,2.09,0.02,3.78,1357
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Tobacco,,0.01211,2.66,0.02301,3.13,1900
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Total Pulses,,0.5,1.98,0.52,2.71,1046
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Tur (Arhar),,0.02,0.54,0.04,1.13,1714
India,Bihar,"Agriculture Year (Jul - Jun), 2013",Wheat,,2.01,6.59,4.74,4.94,2358
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,,4.98,3.98,7.6,2.87,1525
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2013",Coarse Cereals,,0.24,0.94,0.26,0.61,1105
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2013",Gram,,0.28,2.78,0.21,2.24,772
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2013",Potato,,0.03789,1.92,0.5564,1.34,14685
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2013",Rice,,3.8,8.61,6.72,6.3,1767
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2013",Total Pulses,,0.84,3.33,0.48,2.5,574
India,Goa,"Agriculture Year (Jul - Jun), 2013",Cashew Nut,,0.05797,5.8,0.03235,4.4,780
India,Gujarat,"Agriculture Year (Jul - Jun), 2013",Foodgrains,,4.38,3.5,9.18,3.46,2097
India,Gujarat,"Agriculture Year (Jul - Jun), 2013",Bajra,,0.69,8.89,1.21,13.07,1742
India,Gujarat,"Agriculture Year (Jul - Jun), 2013",Coarse Cereals,,1.34,5.29,2.12,4.9,1588
India,Gujarat,"Agriculture Year (Jul - Jun), 2013",Coconut,,0.03163,1.5,0.20305,1.4,6420
India,Gujarat,"Agriculture Year (Jul - Jun), 2013",Cotton,,2.52,21.06,1.7255,28.27,685
